,customer_lifetime_value
1872,9778.73
1873,22658.54
1874,10004.03
1875,4872.77
1876,7444.81
1877,5761.11
1878,5366.78
1879,6259.48
1880,7623.58
1881,10963.96
1882,7427.85
1883,4951.66
1884,4665.13
1885,6021.84
1886,3074.11
1887,4953.09
1888,7780.49
1889,7992.78
1890,4170.69
1891,23228.24
1892,5445.82
1893,4558.5
1894,5528.21
1895,10390.67
1896,7142.55
1897,5469.54
1898,11628.73
1899,10189.65
1900,2733.43
1901,4014.45
1902,7119.53
1903,11772.79
1904,2381.79
1905,5208.35
1906,5018.73
1907,11900.54
1908,7399.03
1909,5674.38
1910,7271.43
1911,3164.49
1912,2661.03
1913,14140.56
1914,7654.23
1915,2199.74
1916,2004.35
1917,13111.11
1918,15762.6
1919,13197.93
1920,2787.54
1921,3436.13
1922,2713.37
1923,2867.31
1924,14590.25
1925,6652.47
1926,2444.62
1927,11314.24
1928,10972.07
1929,3189.67
1930,19357.37
1931,7227.12
1932,7857.3
1933,5181.62
1934,4281.06
1935,11513.16
1936,5147.11
1937,8663.5
1938,2535.32
1939,21504.34
1940,7349.33
1941,8509.85
1942,4297.19
1943,2778.32
1944,5532.86
1945,17476.64
1946,10479.9
1947,2242.57
1948,2754.46
1949,8041.2
1950,6042.91
1951,2827.44
1952,22041.86
1953,2796.8
1954,4072.85
1955,5182.46
1956,6131.66
1957,2392.13
1958,3209.66
1959,2808.61
1960,4362.93
1961,6880.47
1962,3591.07
1963,5201.25
1964,5521.54
1965,5071.65
1966,2921.68
1967,15806.53
1968,4942.63
1969,4167.42
1970,6514.95
1971,9189.52
1972,8231.22
1973,3095.18
1974,74228.52
1975,7582.11
1976,16344.61
1977,11763.15
1978,4053.37
1979,3311.16
1980,3528.04
1981,5595.39
1982,5089.69
1983,22337.16
1984,4792.83
1985,27789.69
1986,7511.66
1987,18767.55
1988,4987.64
1989,5123.2
1990,5989.77
1991,5185.8
1992,5828.18
1993,13755.54
1994,9767.94
1995,12097.91
1996,2265.32
1997,5719.09
1998,10171.48
1999,10517.16
2000,4303.47
2001,11926.75
2002,16531.7
2003,13579.3
2004,5437.44
2005,5103.3
2006,4583.1
2007,6409.63
2008,8991.98
2009,12232.78
2010,5126.04
2011,11014.16
2012,3819.62
2013,8404.4
2014,9035.67
2015,5453.71
2016,3766.37
2017,7283.93
2018,2745.25
2019,2626.28
2020,2456.82
2021,8453.68
2022,3508.57
2023,2877.35
2024,7840.17
2025,2771.05
2026,5339.49
2027,6837.54
2028,13024.13
2029,5659.24
2030,5532.46
2031,7943.51
2032,9774.61
2033,13596.2
2034,23208.39
2035,7325.89
2036,4170.34
2037,7840.17
2038,17786.28
2039,19378.91
2040,2638.14
2041,9148.88
2042,13770.98
2043,10515.97
2044,5821.68
2045,3095.8
2046,10598.54
2047,7695.12
2048,6819.23
2049,8689.82
2050,8131.78
2051,3815.32
2052,11638.9
2053,22800.54
2054,4463.0
2055,13151.83
2056,14019.98
2057,2931.16
2058,4774.75
2059,8471.42
2060,5431.22
2061,5689.64
2062,3686.72
2063,3992.58
2064,3479.14
2065,2502.64
2066,3265.16
2067,4455.84
2068,7704.96
2069,2750.71
2070,13024.13
2071,2538.63
2072,2585.96
2073,5096.67
2074,10083.49
2075,4943.39
2076,6516.21
2077,8838.09
2078,3810.24
2079,6334.47
2080,11665.1
2081,10972.07
2082,6006.96
2083,2656.71
2084,2359.42
2085,12036.62
2086,8467.39
2087,9392.56
2088,5227.23
2089,2693.76
2090,2227.07
2091,2326.86
2092,16794.31
2093,5016.83
2094,7757.92
2095,8609.16
2096,5275.06
2097,5746.33
2098,2705.99
2099,6186.27
2100,22445.28
2101,6277.84
2102,7215.82
2103,6514.43
2104,34708.87
2105,4216.2
2106,13158.37
2107,2917.54
2108,6355.68
2109,13269.6
2110,5880.26
2111,5926.73
2112,4121.25
2113,7956.15
2114,24127.5
2115,26864.2
2116,31934.62
2117,5132.68
2118,4759.62
2119,2637.94
2120,6503.4
2121,12786.67
2122,3147.97
2123,5618.49
2124,3230.58
2125,7434.68
2126,11714.78
2127,2009.77
2128,6625.47
2129,9567.71
2130,18474.71
2131,12157.33
2132,2956.36
2133,3963.39
2134,10896.05
2135,6081.05
2136,30141.62
2137,5737.23
2138,16979.8
2139,10915.36
2140,3808.12
2141,5408.91
2142,13419.4
2143,3238.0
2144,10357.63
2145,11619.92
2146,8209.05
2147,3096.51
2148,4804.36
2149,4786.05
2150,15886.03
2151,5285.08
2152,2945.37
2153,18089.8
2154,10208.93
2155,20708.26
2156,5247.85
2157,5179.55
2158,4513.44
2159,5297.63
2160,5377.01
2161,7661.39
2162,2677.28
2163,6877.82
2164,5714.23
2165,4929.55
2166,10484.92
2167,9490.41
2168,7805.31
2169,21274.34
2170,5838.9
2171,2677.5
2172,2374.8
2173,22103.51
2174,2427.77
2175,7294.4
2176,11360.46
2177,2811.96
2178,4386.28
2179,6446.92
2180,8427.17
2181,5290.13
2182,5592.46
2183,18892.2
2184,13623.62
2185,25464.82
2186,2175.62
2187,6699.22
2188,9043.68
2189,4369.04
2190,51337.91
2191,28699.89
2192,4270.03
2193,5345.99
2194,4774.75
2195,14727.51
2196,4755.48
2197,3436.13
2198,8355.77
2199,3412.57
2200,6185.34
2201,8456.72
2202,3021.94
2203,6966.14
2204,10083.49
2205,2539.99
2206,8456.46
2207,26576.32
2208,10963.96
2209,9671.98
2210,1898.68
2211,8595.15
2212,5532.75
2213,9371.77
2214,3975.32
2215,4456.02
2216,3495.89
2217,8512.13
2218,4650.06
2219,13523.13
2220,4422.41
2221,7320.99
2222,7031.46
2223,5123.48
2224,9050.76
2225,10963.96
2226,6039.02
2227,2108.49
2228,9875.09
2229,6928.6
2230,14318.45
2231,5107.07
2232,17223.89
2233,7516.83
2234,5389.5
2235,6275.16
2236,4722.24
2237,6282.32
2238,7986.19
2239,6503.22
2240,4881.75
2241,2514.59
2242,7955.44
2243,4809.22
2244,9696.55
2245,8709.32
2246,2858.45
2247,5233.95
2248,13494.76
2249,6870.61
2250,5652.72
2251,2345.26
2252,19688.32
2253,7247.21
2254,6085.3
2255,5480.07
2256,6876.31
2257,5368.89
2258,8283.07
2259,5384.67
2260,3508.57
2261,8427.17
2262,4553.81
2263,4318.43
2264,14091.19
2265,8693.63
2266,6661.18
2267,2654.38
2268,4428.03
2269,5738.28
2270,5815.05
2271,4425.91
2272,2574.02
2273,2832.51
2274,4876.32
2275,5181.62
2276,5947.22
2277,2563.86
2278,15144.41
2279,5558.3
2280,8109.36
2281,15638.58
2282,8334.32
2283,10418.31
2284,6846.15
2285,9403.88
2286,16985.5
2287,21101.21
2288,2914.96
2289,8593.87
2290,6861.75
2291,2680.9
2292,15797.99
2293,2863.31
2294,30061.69
2295,10682.76
2296,2746.9
2297,2388.95
2298,13776.74
2299,17263.64
2300,4669.23
2301,4673.2
2302,4347.59
2303,33873.18
2304,9100.79
2305,6358.25
2306,2628.47
2307,7193.1
2308,5039.87
2309,3962.83
2310,6425.71
2311,15672.7
2312,3238.0
2313,12992.28
2314,22217.97
2315,4931.26
2316,4330.39
2317,8296.18
2318,8334.36
2319,5348.07
2320,2398.74
2321,6622.05
2322,4155.95
2323,8430.06
2324,2545.52
2325,5004.58
2326,2899.7
2327,6767.81
2328,3123.08
2329,8184.69
2330,7636.28
2331,9227.57
2332,7587.34
2333,2191.13
2334,5004.14
2335,4794.93
2336,26730.06
2337,4260.77
2338,15477.28
2339,5126.84
2340,4068.09
2341,17712.21
2342,9775.82
2343,20534.39
2344,5800.19
2345,3319.62
2346,6529.43
2347,7602.66
2348,2839.81
2349,3288.21
2350,15031.56
2351,5055.9
2352,8012.92
2353,8300.71
2354,2516.1
2355,2749.41
2356,8071.33
2357,2867.31
2358,7285.03
2359,4118.59
2360,5293.37
2361,13265.96
2362,2369.44
2363,9816.53
2364,21914.41
2365,5143.88
2366,3136.7
2367,7713.82
2368,2867.31
2369,11516.41
2370,15025.19
2371,4013.85
2372,3288.83
2373,13736.13
2374,3890.87
2375,5701.28
2376,2590.21
2377,3223.33
2378,4912.03
2379,6532.01
2380,8012.12
2381,3731.5
2382,2702.38
2383,23207.25
2384,3347.03
2385,8382.63
2386,11793.13
2387,2965.72
2388,5646.32
2389,2452.49
2390,5953.21
2391,12883.81
2392,2471.53
2393,2927.07
2394,8400.79
2395,2729.13
2396,7643.07
2397,2493.59
2398,4170.57
2399,4908.21
2400,3891.58
2401,2682.42
2402,10003.25
2403,13094.61
2404,5719.79
2405,9393.97
2406,3433.82
2407,4932.88
2408,13610.11
2409,2913.32
2410,5111.3
2411,4540.38
2412,5598.27
2413,9638.07
2414,9801.29
2415,5504.14
2416,8447.8
2417,19927.64
2418,5815.26
2419,18690.34
2420,7224.24
2421,8595.98
2422,12362.09
2423,4916.3
2424,8935.27
2425,5433.21
2426,4847.24
2427,5714.17
2428,10097.69
2429,4726.87
2430,7079.79
2431,5395.43
2432,9453.0
2433,5284.31
2434,20215.39
2435,2510.05
2436,19884.92
2437,4014.45
2438,2540.69
2439,27382.82
2440,4875.32
2441,12324.27
2442,2280.39
2443,4165.99
2444,4974.8
2445,2404.92
2446,3032.82
2447,2891.27
2448,15261.41
2449,5015.01
2450,5325.39
2451,5291.4
2452,16107.19
2453,7605.64
2454,3065.37
2455,6245.58
2456,9406.38
2457,7815.47
2458,9747.99
2459,4686.47
2460,8869.62
2461,4741.81
2462,24178.68
2463,7951.78
2464,6762.08
2465,3044.79
2466,5908.16
2467,4574.55
2468,8377.5
2469,22332.44
2470,5838.9
2471,7577.07
2472,8012.84
2473,9217.98
2474,2749.19
2475,3588.88
2476,3954.54
2477,3230.58
2478,5158.65
2479,2776.58
2480,12836.01
2481,28421.57
2482,2276.39
2483,3895.96
2484,4247.68
2485,6005.85
2486,2719.51
2487,4185.76
2488,33473.35
2489,7331.51
2490,9320.28
2491,3312.32
2492,5560.28
2493,8214.6
2494,8647.14
2495,4446.74
2496,7769.84
2497,3911.12
2498,2731.52
2499,8401.79
2500,5875.04
2501,6188.38
2502,4506.58
2503,10548.54
2504,35203.57
2505,8193.75
2506,5313.44
2507,4379.77
2508,20885.56
2509,2771.96
2510,5461.55
2511,2570.24
2512,2227.07
2513,5394.0
2514,2300.69
2515,25360.1
2516,4374.04
2517,4953.36
2518,4590.81
2519,5062.37
2520,9075.77
2521,8133.16
2522,2869.3
2523,27937.75
2524,2606.19
2525,7764.27
2526,18380.39
2527,6102.95
2528,9191.67
2529,9581.28
2530,7532.26
2531,2795.32
2532,5673.84
2533,15016.19
2534,3087.25
2535,5480.7
2536,7944.97
2537,8543.25
2538,5380.9
2539,4650.06
2540,36946.06
2541,3314.55
2542,4566.38
2543,5597.12
2544,2540.55
2545,2939.33
2546,16068.35
2547,7360.87
2548,2700.99
2549,3095.71
2550,4383.75
2551,9928.87
2552,2399.18
2553,3402.78
2554,8711.3
2555,4358.76
2556,2551.23
2557,5642.75
2558,4151.67
2559,2842.03
2560,8791.44
2561,8268.27
2562,8581.64
2563,5244.4
2564,8509.02
2565,4743.62
2566,22754.66
2567,5335.02
2568,6966.32
2569,21205.38
2570,4271.2
2571,5580.82
2572,2224.09
2573,2709.54
2574,2890.34
2575,6403.58
2576,5981.38
2577,6225.02
2578,8496.36
2579,10213.99
2580,4547.16
2581,5741.7
2582,2388.35
2583,12624.96
2584,8382.48
2585,4964.67
2586,2871.44
2587,13080.79
2588,2482.41
2589,2726.83
2590,4776.19
2591,6091.9
2592,5015.01
2593,9035.67
2594,4381.88
2595,5775.52
2596,4250.28
2597,2347.05
2598,6940.07
2599,2572.51
2600,41491.74
2601,3571.35
2602,12734.21
2603,4529.11
2604,4177.88
2605,9824.75
2606,2430.8
2607,19160.99
2608,3301.52
2609,4692.1
2610,8092.88
2611,3964.53
2612,2497.53
2613,9656.21
2614,8888.14
2615,7347.41
2616,8578.36
2617,3467.32
2618,8901.47
2619,2619.34
2620,8838.09
2621,10127.77
2622,4633.45
2623,7796.0
2624,2993.02
2625,7985.47
2626,3508.57
2627,2722.21
2628,2783.58
2629,8650.0
2630,4652.91
2631,8395.81
2632,8804.54
2633,7155.34
2634,3954.34
2635,15032.9
2636,8257.67
2637,9256.92
2638,6507.75
2639,2530.71
2640,5482.55
2641,4050.51
2642,6326.68
2643,2627.76
2644,7814.6
2645,6314.58
2646,6386.28
2647,2537.97
2648,5335.38
2649,4549.08
2650,4836.22
2651,6478.8
2652,35440.14
2653,2404.38
2654,9264.57
2655,2433.02
2656,5367.09
2657,2452.36
2658,8646.5
2659,4340.09
2660,4930.95
2661,5292.63
2662,8986.61
2663,5619.97
2664,10340.46
2665,6369.26
2666,2767.59
2667,4831.42
2668,4282.95
2669,5718.28
2670,2580.85
2671,6481.38
2672,5133.41
2673,9369.64
2674,3196.58
2675,4720.61
2676,8861.9
2677,6032.74
2678,6832.37
2679,2242.09
2680,4157.7
2681,6189.12
2682,5643.72
2683,5332.46
2684,2121.31
2685,8281.74
2686,7835.93
2687,2552.91
2688,2795.41
2689,8007.4
2690,6886.32
2691,5106.78
2692,5612.38
2693,5658.91
2694,7263.6
2695,8712.16
2696,9198.69
2697,5162.37
2698,6289.95
2699,3649.71
2700,6766.56
2701,4631.01
2702,6810.53
2703,9378.63
2704,15762.53
2705,2635.51
2706,5741.73
2707,8414.94
2708,9123.91
2709,15994.01
2710,9022.08
2711,4759.66
2712,3993.88
2713,18853.74
2714,8840.19
2715,6696.9
2716,8476.08
2717,5205.75
2718,6141.96
2719,4376.36
2720,12375.02
2721,3451.1
2722,8107.27
2723,8662.05
2724,8696.91
2725,2535.27
2726,5633.74
2727,5176.73
2728,5531.72
2729,2810.67
2730,2780.73
2731,2572.45
2732,7664.22
2733,3839.75
2734,2509.27
2735,14566.09
2736,3220.78
2737,3199.82
2738,16045.11
2739,4918.92
2740,5623.76
2741,5677.47
2742,3016.44
2743,5279.12
2744,4803.94
2745,2608.79
2746,7832.57
2747,4260.34
2748,2369.37
2749,20604.02
2750,2652.07
2751,2597.86
2752,7712.44
2753,4698.88
2754,3403.92
2755,4355.7
2756,11095.97
2757,3300.68
2758,6981.08
2759,16922.13
2760,7639.67
2761,19237.77
2762,2915.65
2763,4196.43
2764,16473.17
2765,2657.57
2766,3267.71
2767,2584.53
2768,5503.92
2769,8021.07
2770,19606.36
2771,1904.0
2772,7288.3
2773,5553.52
2774,11702.35
2775,36897.8
2776,2957.1
2777,19643.54
2778,4111.89
2779,15122.99
2780,12807.09
2781,2500.24
2782,4260.71
2783,2609.53
2784,10796.45
2785,2590.65
2786,29199.81
2787,4194.66
2788,10314.52
2789,9028.31
2790,3954.34
2791,6089.52
2792,12827.43
2793,9135.29
2794,7902.68
2795,14827.91
2796,2500.83
2797,5395.35
2798,2651.62
2799,2119.89
2800,7155.47
2801,5994.23
2802,22647.22
2803,2833.8
2804,22332.44
2805,5846.42
2806,2867.21
2807,14435.66
2808,5237.48
2809,7710.91
2810,5158.58
2811,5414.9
2812,2903.75
2813,5575.75
2814,2616.41
2815,4617.84
2816,20123.87
2817,3200.8
2818,8583.85
2819,4349.31
2820,4729.59
2821,5015.01
2822,5797.6
2823,3475.07
2824,8542.22
2825,16473.17
2826,6776.35
2827,9713.16
2828,4429.19
2829,2435.54
2830,9863.5
2831,8207.86
2832,2781.45
2833,5807.99
2834,8395.27
2835,14333.92
2836,11003.54
2837,4049.81
2838,2141.75
2839,5079.84
2840,2895.52
2841,9031.21
2842,6554.39
2843,7487.74
2844,15118.9
2845,9007.43
2846,5488.93
2847,7234.14
2848,5205.75
2849,4697.15
2850,6207.17
2851,6615.82
2852,9708.5
2853,10831.13
2854,4626.8
2855,6748.23
2856,2542.06
2857,5450.39
2858,7243.87
2859,8306.55
2860,2734.51
2861,11030.66
2862,3402.39
2863,6945.02
2864,2568.84
2865,5764.65
2866,5403.55
2867,4899.23
2868,9048.98
2869,8093.9
2870,2496.77
2871,2602.25
2872,6751.44
2873,3621.69
2874,6896.09
2875,5438.7
2876,14472.58
2877,2359.42
2878,5323.27
2879,7390.9
2880,11447.51
2881,5754.85
2882,10244.24
2883,4645.57
2884,4887.34
2885,2497.81
2886,2369.11
2887,4490.6
2888,3719.25
2889,4198.03
2890,2420.71
2891,4463.0
2892,6291.66
2893,4270.03
2894,2460.67
2895,19435.63
2896,7374.08
2897,18269.54
2898,11925.72
2899,4223.27
2900,10298.39
2901,5229.74
2902,2402.82
2903,3933.81
2904,4299.84
2905,7635.55
2906,2722.21
2907,7291.6
2908,58753.88
2909,5261.04
2910,16938.3
2911,10575.95
2912,5552.33
2913,7150.23
2914,8717.05
2915,6847.59
2916,5418.73
2917,3528.04
2918,16468.22
2919,7285.03
2920,16963.84
2921,5807.66
2922,5068.26
2923,8797.83
2924,4439.9
2925,2404.46
2926,5066.63
2927,5890.53
2928,2410.5
2929,5288.24
2930,26413.55
2931,16236.48
2932,5534.58
2933,9202.64
2934,2592.44
2935,8019.86
2936,6943.74
2937,13367.87
2938,5885.34
2939,3479.76
2940,9103.9
2941,4813.28
2942,9575.76
2943,13736.13
2944,8090.88
2945,8267.12
2946,2489.17
2947,2395.57
2948,3863.31
2949,5173.49
2950,4984.62
2951,2396.19
2952,2631.88
2953,6993.84
2954,15055.54
2955,3401.88
2956,4126.61
2957,4463.0
2958,9320.09
2959,3663.74
2960,4962.21
2961,2816.76
2962,4330.77
2963,8262.88
2964,4666.64
2965,5876.05
2966,8427.72
2967,13023.93
2968,8209.6
2969,2464.24
2970,2727.52
2971,3086.01
2972,22067.73
2973,4836.05
2974,6912.04
2975,2570.76
2976,2991.7
2977,8253.27
2978,10477.78
2979,16373.73
2980,5184.95
2981,10634.84
2982,15114.4
2983,11875.9
2984,4369.5
2985,7432.86
2986,2558.76
2987,5452.17
2988,2968.08
2989,15700.28
2990,7477.18
2991,9407.45
2992,4428.04
2993,10053.55
2994,2907.9
2995,7644.76
2996,9709.75
2997,8439.62
2998,4209.68
2999,8556.42
3000,26770.45
3001,16265.59
3002,3624.9
3003,2519.92
3004,4819.18
3005,3028.78
3006,2316.8
3007,13869.93
3008,25807.06
3009,2342.01
3010,2747.77
3011,5479.56
3012,9199.54
3013,8060.16
3014,6686.13
3015,4709.52
3016,2685.43
3017,3920.51
3018,5493.7
3019,8521.74
3020,2414.07
3021,4282.95
3022,5918.33
3023,7519.13
3024,4472.33
3025,5531.63
3026,8435.18
3027,10196.11
3028,20552.62
3029,3915.8
3030,6010.5
3031,2854.11
3032,5994.26
3033,4477.45
3034,5544.91
3035,3600.93
3036,9934.87
3037,6874.85
3038,2374.15
3039,9162.06
3040,7380.09
3041,2656.0
3042,7591.11
3043,5015.01
3044,4603.98
3045,2551.23
3046,5641.36
3047,5463.91
3048,4866.65
3049,2779.85
3050,4563.02
3051,14376.55
3052,2279.75
3053,5380.32
3054,8708.28
3055,18611.45
3056,2215.91
3057,7780.9
3058,2860.86
3059,5577.94
3060,7268.1
3061,4060.96
3062,7813.41
3063,4762.16
3064,14166.2
3065,4354.4
3066,2880.35
3067,19185.07
3068,5329.08
3069,4883.81
3070,4510.19
3071,15304.52
3072,5237.94
3073,15119.56
3074,5860.02
3075,32306.29
3076,4655.39
3077,5326.5
3078,6513.61
3079,3491.74
3080,7870.36
3081,4274.62
3082,7189.11
3083,11315.2
3084,2480.53
3085,7344.84
3086,6974.92
3087,20096.89
3088,5623.61
3089,2828.1
3090,7294.49
3091,5583.58
3092,25763.41
3093,5639.94
3094,4576.76
3095,2875.43
3096,3031.4
3097,5979.72
3098,2242.24
3099,16547.64
3100,15814.75
3101,4879.38
3102,5494.87
3103,5060.3
3104,11269.23
3105,10552.88
3106,7517.38
3107,6298.18
3108,7821.95
3109,22806.47
3110,4386.28
3111,3499.99
3112,7528.09
3113,2732.61
3114,13736.13
3115,7060.21
3116,3732.31
3117,4064.18
3118,5754.75
3119,8460.81
3120,5638.15
3121,7163.54
3122,2803.8
3123,20940.3
3124,3130.68
3125,3741.57
3126,3439.09
3127,7284.45
3128,5278.53
3129,5680.28
3130,2194.67
3131,6473.33
3132,18522.29
3133,4700.01
3134,21295.51
3135,6158.85
3136,8653.56
3137,3776.32
3138,4897.04
3139,14947.92
3140,9011.13
3141,10083.49
3142,2938.73
3143,5639.94
3144,2606.05
3145,52811.49
3146,5226.29
3147,8382.63
3148,14703.13
3149,18948.35
3150,12265.6
3151,4529.98
3152,9220.01
3153,4087.51
3154,9247.55
3155,13024.13
3156,25807.06
3157,6104.72
3158,2725.36
3159,3260.74
3160,23740.12
3161,7599.9
3162,32467.66
3163,5633.95
3164,5640.02
3165,8370.4
3166,5170.45
3167,7521.19
3168,12731.95
3169,5666.87
3170,4436.81
3171,17966.29
3172,2436.01
3173,6650.82
3174,2751.37
3175,4362.93
3176,4014.45
3177,8459.05
3178,2203.44
3179,9388.16
3180,6791.22
3181,23142.15
3182,3038.11
3183,8879.79
3184,21590.44
3185,8457.46
3186,4770.74
3187,4312.87
3188,6293.96
3189,7098.02
3190,4395.89
3191,5564.74
3192,5321.11
3193,2867.31
3194,9414.12
3195,7414.44
3196,5078.45
3197,2773.46
3198,8072.75
3199,12280.77
3200,3136.43
3201,5232.33
3202,14722.22
3203,30118.66
3204,5971.0
3205,8026.28
3206,3567.5
3207,8491.02
3208,2545.22
3209,8870.67
3210,46770.95
3211,9378.9
3212,5645.51
3213,8406.76
3214,4655.21
3215,6520.82
3216,2989.96
3217,32677.34
3218,21112.54
3219,4270.03
3220,7911.63
3221,3944.23
3222,23777.81
3223,6842.58
3224,2521.16
3225,3808.12
3226,15512.56
3227,6751.78
3228,7405.42
3229,7218.02
3230,3362.55
3231,5038.98
3232,8681.05
3233,13197.93
3234,4595.46
3235,5073.28
3236,4636.55
3237,8376.33
3238,25997.75
3239,4971.35
3240,13270.94
3241,5519.08
3242,7942.17
3243,5504.14
3244,5140.11
3245,6583.21
3246,7899.22
3247,7659.5
3248,7055.96
3249,7238.5
3250,3824.43
3251,3870.36
3252,16525.38
3253,2450.88
3254,5666.7
3255,7298.58
3256,8838.09
3257,5375.66
3258,5598.01
3259,16953.08
3260,14002.76
3261,2807.05
3262,10529.01
3263,6057.07
3264,12904.94
3265,2471.53
3266,5651.4
3267,12885.79
3268,5551.39
3269,5439.34
3270,4454.1
3271,5195.82
3272,4551.06
3273,16570.09
3274,8002.31
3275,2743.55
3276,8139.0
3277,10507.69
3278,7218.09
3279,4861.37
3280,5786.49
3281,7707.81
3282,4974.8
3283,10626.81
3284,7996.6
3285,27945.89
3286,7498.29
3287,2637.15
3288,4882.49
3289,5363.53
3290,3548.4
3291,4233.57
3292,11293.98
3293,7258.99
3294,2695.46
3295,6063.2
3296,5258.25
3297,12390.48
3298,3677.78
3299,6104.85
3300,2991.42
3301,8034.52
3302,9778.98
3303,7284.26
3304,2728.04
3305,7519.03
3306,8183.59
3307,4583.75
3308,11638.9
3309,14455.86
3310,8478.28
3311,3923.27
3312,5201.71
3313,3857.95
3314,3649.66
3315,2652.29
3316,7583.56
3317,8535.11
3318,4152.65
3319,7166.34
3320,5048.05
3321,4579.61
3322,4605.04
3323,4969.53
3324,2267.6
3325,36229.41
3326,8810.9
3327,4656.49
3328,4318.09
3329,5382.75
3330,2953.62
3331,8051.57
3332,6627.15
3333,10148.42
3334,7628.75
3335,2582.41
3336,3265.16
3337,5996.07
3338,5768.83
3339,21480.82
3340,2891.72
3341,7381.91
3342,5308.62
3343,2912.6
3344,11814.48
3345,4726.96
3346,5073.28
3347,3096.51
3348,7891.58
3349,19454.41
3350,22332.44
3351,4598.24
3352,8215.39
3353,4903.15
3354,24186.88
3355,2419.31
3356,2491.32
3357,9657.58
3358,2621.12
3359,4944.09
3360,5206.76
3361,6109.14
3362,2601.47
3363,5849.49
3364,16301.97
3365,26462.76
3366,26199.53
3367,6470.54
3368,9501.01
3369,10970.13
3370,2435.62
3371,4362.93
3372,19231.77
3373,8382.63
3374,4434.41
3375,2372.16
3376,3611.18
3377,3034.8
3378,9095.05
3379,4884.16
3380,5681.31
3381,2458.56
3382,9357.74
3383,2759.98
3384,9635.58
3385,8346.02
3386,8370.57
3387,12689.43
3388,2538.63
3389,4732.22
3390,8246.83
3391,2548.39
3392,4929.55
3393,3289.12
3394,2771.05
3395,6899.71
3396,5112.31
3397,4109.79
3398,27440.61
3399,20957.61
3400,2548.84
3401,2714.65
3402,5790.46
3403,7627.31
3404,7903.99
3405,5293.72
3406,3673.99
3407,21592.1
3408,2452.06
3409,7255.71
3410,7412.96
3411,9048.98
3412,4270.03
3413,4929.55
3414,3539.97
3415,5568.89
3416,9817.03
3417,2542.85
3418,10484.92
3419,6310.4
3420,8106.22
3421,3398.01
3422,16301.97
3423,2722.41
3424,15789.65
3425,4904.89
3426,3785.75
3427,4200.82
3428,3619.06
3429,4880.71
3430,12687.15
3431,4848.9
3432,4334.06
3433,6677.42
3434,8973.11
3435,7109.3
3436,10208.93
3437,2719.51
3438,4465.6
3439,5593.43
3440,6769.0
3441,2454.59
3442,2576.38
3443,4282.95
3444,5845.43
3445,10484.92
3446,5509.38
3447,3011.34
3448,2698.36
3449,6105.8
3450,8558.04
3451,5568.95
3452,11042.29
3453,23594.68
3454,4726.87
3455,6054.49
3456,9654.52
3457,47155.63
3458,4530.39
3459,7276.34
3460,3861.49
3461,7054.78
3462,15167.04
3463,7126.47
3464,2034.99
3465,30718.81
3466,4221.31
3467,9701.03
3468,4502.87
3469,11009.13
3470,2713.56
3471,22103.51
3472,5633.53
3473,4237.37
3474,2858.29
3475,9366.82
3476,9152.49
3477,5406.88
3478,7086.18
3479,17288.55
3480,2472.25
3481,2432.17
3482,25464.82
3483,2229.36
3484,2507.88
3485,9500.08
3486,2935.99
3487,5493.02
3488,5386.33
3489,4384.85
3490,5789.85
3491,5678.05
3492,4944.24
3493,7507.46
3494,5332.46
3495,5475.34
3496,2274.65
3497,6005.21
3498,18321.42
3499,8078.53
3500,3664.22
3501,2960.03
3502,2496.17
3503,4650.68
3504,14002.38
3505,7462.93
3506,3653.7
3507,5638.54
3508,4475.05
3509,2719.85
3510,4542.41
3511,12875.6
3512,2300.69
3513,8364.56
3514,14024.36
3515,27789.69
3516,3588.93
3517,4386.28
3518,6647.85
3519,6753.43
3520,4762.82
3521,4904.89
3522,4764.86
3523,3567.5
3524,3903.8
3525,10442.43
3526,2498.96
3527,2862.56
3528,5989.77
3529,7143.04
3530,2549.79
3531,12047.78
3532,20461.15
3533,2781.59
3534,4834.71
3535,7610.54
3536,2159.25
3537,8420.43
3538,13530.03
3539,8798.31
3540,4595.04
3541,6545.8
3542,5443.76
3543,7957.63
3544,2444.74
3545,8590.33
3546,2730.35
3547,2925.73
3548,5331.74
3549,11320.83
3550,5130.82
3551,7919.83
3552,2619.34
3553,9591.23
3554,4196.65
3555,7887.96
3556,8676.7
3557,6383.61
3558,6568.76
3559,3644.83
3560,3910.7
3561,18704.85
3562,24337.38
3563,12547.43
3564,4582.69
3565,2864.09
3566,30850.59
3567,7366.09
3568,4224.83
3569,8256.3
3570,7498.82
3571,25626.71
3572,5989.77
3573,2530.81
3574,13569.24
3575,13113.14
3576,5085.02
3577,4554.56
3578,4014.45
3579,2863.04
3580,7200.66
3581,30909.22
3582,8170.62
3583,2877.81
3584,8478.3
3585,8646.55
3586,4755.76
3587,7425.85
3588,4463.0
3589,2593.9
3590,6006.44
3591,10010.14
3592,26305.42
3593,7096.6
3594,2859.8
3595,29589.94
3596,9667.13
3597,21941.86
3598,5548.03
3599,7752.93
3600,2769.73
3601,2545.07
3602,8629.33
3603,4915.39
3604,4896.56
3605,4013.96
3606,10834.87
3607,4669.23
3608,29577.28
3609,9259.73
3610,6300.44
3611,6031.52
3612,2300.33
3613,6863.12
3614,2797.76
3615,4479.49
3616,4571.51
3617,6104.5
3618,3297.9
3619,2639.98
